"Serie 1: Tiempo (s)","Serie 1: Caudal (L/s)","Serie 1: Volumen (L)","Serie 2: Tiempo (s)","Serie 2: Caudal (L/s)","Serie 2: Volumen (L)","Serie 3: Tiempo (s)","Serie 3: Caudal (L/s)","Serie 3: Volumen (L)","Serie 4: Tiempo (s)","Serie 4: Caudal (L/s)","Serie 4: Volumen (L)","Serie 5: Tiempo (s)","Serie 5: Caudal (L/s)","Serie 5: Volumen (L)","Serie 6: Tiempo (s)","Serie 6: Caudal (L/s)","Serie 6: Volumen (L)","Serie 7: Tiempo (s)","Serie 7: Caudal (L/s)","Serie 7: Volumen (L)","Serie 8: Tiempo (s)","Serie 8: Caudal (L/s)","Serie 8: Volumen (L)","Serie 9: Tiempo (s)","Serie 9: Caudal (L/s)","Serie 9: Volumen (L)","Serie 10: Tiempo (s)","Serie 10: Caudal (L/s)","Serie 10: Volumen (L)","Serie 11: Tiempo (s)","Serie 11: Caudal (L/s)","Serie 11: Volumen (L)","Serie 12: Tiempo (s)","Serie 12: Caudal (L/s)","Serie 12: Volumen (L)","Serie 13: Tiempo (s)","Serie 13: Caudal (L/s)","Serie 13: Volumen (L)"
,,,,,,27.24,-0.430846748975,-3.16825594898,27.24,-0.51832538881,1.83673623883,27.24,-0.965835165378,0.57224142642,,,,,,,27.24,0.0940250900312,0.40189016493,27.24,0.230301338481,-1.86582992226,13.62,-1.11163289844,0.27699794077,13.62,3.18612721642,0.258288223516,13.62,-0.994994711989,0.18473475492,13.62,0.940247034552,-0.799382090435
,,,,,,27.26,-0.401687202364,-3.15993060947,27.26,-0.508803904202,1.84700753176,27.26,-0.965835165378,0.591558129727,,,,,,,27.26,0.113663152035,0.399813282509,27.26,0.171982245258,-1.8698527581,13.63,-1.10211141383,0.288066662331,13.63,3.24444630965,0.226135355885,13.63,-1.00511128939,0.194735284927,13.63,0.930130457156,-0.808733977894
,,,,,,27.28,-0.401687202364,-3.15189686542,27.28,-0.508803904202,1.85718360985,27.28,-0.975951742774,0.610975998809,,,,,,,27.28,0.132706121251,0.397349589776,27.28,0.113663152035,-1.87270921207,13.64,-1.08247335182,0.29898958616,13.64,3.21528676304,0.193836690522,13.64,-1.01463277399,0.204834005244,13.64,0.920608972549,-0.817987675042
,,,,,,27.3,-0.499282419594,-3.1428871692,27.3,-0.508803904202,1.86735968793,27.3,-0.965835165378,0.63039386789,,,,,,,27.3,0.171982245258,0.394302706111,27.3,0.0845036054234,-1.87469087965,13.65,-1.08247335182,0.309814319678,13.65,3.19624379382,0.161779037738,13.65,-1.034270836,0.215078523294,13.65,0.920608972549,-0.827193764768
,,,,,,27.32,-0.470122872983,-3.13319311628,27.32,-0.499282419594,1.87744055117,27.32,-0.965835165378,0.649710571198,,,,,,,27.32,0.201141791869,0.39057146574,27.32,0.0452274814161,-1.87598819051,13.66,-1.07295186722,0.320591445773,13.66,3.23492482504,0.129623194643,13.66,-1.034270836,0.225421231654,13.66,0.920608972549,-0.836399854493
,,,,,,27.34,-0.382644233148,-3.12466544522,27.34,-0.499282419594,1.88742619956,27.34,-0.917037556763,0.668539298419,,,,,,,27.34,0.239822823089,0.38616181959,27.34,0.00654645019677,-1.87650592983,13.67,-1.12174947583,0.331564952488,13.67,3.1278081232,0.097809529902,13.67,-1.0437923206,0.235811547437,13.67,0.920608972549,-0.845605944219
,,,,,,27.36,-0.295165593314,-3.11788734695,27.36,-0.499282419594,1.89741184795,27.36,-0.85871846354,0.686296858622,,,,,,,27.36,0.239822823089,0.381365363129,27.36,-0.00297503441107,-1.87654164399,13.68,-1.05331380521,0.342440268893,13.68,3.08912709198,0.0667248538261,13.68,-1.0437923206,0.246249470643,13.68,0.911087487941,-0.854764426521
,,,,,,27.38,-0.343368109141,-3.11150200993,27.38,-0.508803904202,1.90749271119,27.38,-0.878356525543,0.703667608513,,,,,,,27.38,0.249344307696,0.376473691821,27.38,0.0648655434197,-1.87716054908,13.69,-1.08247335182,0.353119204679,13.69,3.05044606076,0.0360269880624,13.69,-1.0437923206,0.256687393849,13.69,0.900970910545,-0.863824718514
,,,,,,27.4,-0.51832538881,-3.10288507495,27.4,-0.51832538881,1.91776400412,27.4,-0.887878010151,0.72132995387,,,,,,,27.4,0.2689823697,0.371290425047,27.4,0.0845036054234,-1.87865424057,13.7,-1.07295186722,0.363896330774,13.7,3.09864857659,0.0052815148756,13.7,-1.034270836,0.267077709632,13.7,0.900970910545,-0.872834427619
,,,,,,27.42,-0.810515947713,-3.08959666158,27.42,-0.557601512817,1.92852327314,27.42,-0.917037556763,0.739379109539,,,,,,,27.42,0.298141916312,0.365619182187,27.42,-0.00297503441107,-1.87946952628,13.71,-1.10211141383,0.374771647179,13.71,3.06948902998,-0.0255591731572,13.71,-1.034270836,0.277420417992,13.71,0.881927941329,-0.881748921879
,,,,,,27.44,-1.13127096044,-3.0701787925,27.44,-0.586761059429,1.93996689886,27.44,-0.95631368077,0.758112621914,,,,,,,27.44,0.327301462923,0.359364748394,27.44,-0.0321345810225,-1.87911843012,13.72,-1.09258992922,0.385745153894,13.72,3.08912709198,-0.056352253767,13.72,-1.01463277399,0.287664936042,13.72,0.891449425937,-0.890615808715
,,,,,,27.46,-1.40382345734,-3.04482784832,27.46,-0.606399121432,1.95189850067,27.46,-0.897994587547,0.776655704598,,,,,,,27.46,0.346939524927,0.352622338516,27.46,-0.0517726430262,-1.87827935788,13.73,-1.09258992922,0.396671053186,13.73,2.97248890554,-0.0866603337546,13.73,-1.00511128939,0.297763656359,13.73,0.911087487941,-0.899628493284
,,,,,,27.48,-1.51034506639,-3.01568616309,27.48,-0.645080152652,1.96441329341,27.48,-0.790877885709,0.79354442933,,,,,,,27.48,0.376099071538,0.345391952551,27.48,-0.168410829472,-1.87607752316,13.74,-1.08247335182,0.407546369592,13.74,3.01116993676,-0.116578627966,13.74,-1.00511128939,0.307814769253,13.74,0.920608972549,-0.908786975587
,,,,,,27.5,-1.49130209717,-2.98566969145,27.5,-0.645080152652,1.97731489646,27.5,-0.790877885709,0.809361987044,,,,,,,27.5,0.395737133542,0.3376735905,27.5,-0.158889344864,-1.87280452141,13.75,-1.10211141383,0.41846929342,13.75,2.94332935892,-0.146351124444,13.75,-0.994994711989,0.317815299259,13.75,0.911087487941,-0.917945457889
,,,,,,27.52,-1.48118551978,-2.95594481528,27.52,-0.635558668044,1.99012128467,27.52,-0.790877885709,0.825179544759,,,,,,,27.52,0.414780102758,0.329568418137,27.52,-0.168410829472,-1.86953151967,13.76,-1.10211141383,0.429490407558,13.76,2.90405323492,-0.175588037414,13.76,-0.975951742774,0.327670031533,13.76,0.911087487941,-0.927056332769
,,,,,,27.54,-1.44250448856,-2.9267079152,27.54,-0.635558668044,2.00283245803,27.54,-0.771239823705,0.840800721853,,,,,,,27.54,0.424896680153,0.321171650308,27.54,-0.178527406868,-1.86606213731,13.77,-1.12174947583,0.440609712006,13.77,2.90405323492,-0.204628569763,13.77,-0.965835165378,0.337378966074,13.77,0.930130457156,-0.936262422494
,,,,,,27.56,-1.38418539533,-2.89844101636,27.56,-0.606399121432,2.01525203593,27.56,-0.790877885709,0.856421898947,,,,,,,27.56,0.434418164761,0.312578501859,27.56,-0.226729922695,-1.86200956401,13.78,-1.11163289844,0.451776623878,13.78,2.8850102657,-0.233573887266,13.78,-0.927154134159,0.346843912572,13.78,0.940247034552,-0.945614309953
,,,,,,27.58,-1.24790914688,-2.87212007094,27.58,-0.596282544037,2.02727885258,27.58,-0.800399370317,0.872334671507,,,,,,,27.58,0.443939649369,0.303794923718,27.58,-0.217208438087,-1.8575701804,13.79,-1.11163289844,0.462892952862,13.79,2.85585071909,-0.26227819219,13.79,-0.927154134159,0.356115453913,13.79,0.940247034552,-0.955016780298
,,,,,,27.6,-1.16995199166,-2.84794145955,27.6,-0.625442090648,2.03949609893,27.6,-0.839675494324,0.888735420154,,,,,,,27.6,0.443939649369,0.29491613073,27.6,-0.217208438087,-1.85322601164,13.8,-1.08247335182,0.473863484113,13.8,2.8653722037,-0.290884306804,13.8,-0.927154134159,0.365386995255,13.8,0.94976851916,-0.964466858067
,,,,,,27.62,-1.25743063149,-2.82366763332,27.62,-0.645080152652,2.05220132136,27.62,-0.897994587547,0.906112120972,,,,,,,27.62,0.443939649369,0.286037337743,27.62,-0.207686953479,-1.84897705773,13.81,-1.034270836,0.484447205053,13.81,2.84573414169,-0.319439838531,13.81,-0.887878010151,0.374462155976,13.81,0.94976851916,-0.973964543258
,,,,,,27.64,-1.49130209717,-2.79618030603,27.64,-0.645080152652,2.06510292441,27.64,-0.868835040936,0.923780417257,,,,,,,27.64,0.454056226765,0.277057378982,27.64,-0.178527406868,-1.84511491412,13.82,-1.034270836,0.494789913413,13.82,2.8850102657,-0.348093560568,13.82,-0.907516072155,0.383439126388,13.82,0.940247034552,-0.983414621027
,,,,,,27.66,-1.75373801668,-2.76372990489,27.66,-0.625442090648,2.07780814685,27.66,-0.887878010151,0.941347547768,,,,,,,27.66,0.434418164761,0.268172635066,27.66,-0.139251282861,-1.84193712723,13.83,-1.00511128939,0.504986824039,13.83,2.80705311047,-0.376553877449,13.83,-0.887878010151,0.392416096799,13.83,0.959290003768,-0.992912306219
,,,,,,27.68,-1.97749290496,-2.72641759568,27.68,-0.625442090648,2.09031698866,27.68,-0.917037556763,0.959396703437,,,,,,,27.68,0.434418164761,0.259484271771,27.68,-0.0910487670335,-1.83963412673,13.84,-1.00511128939,0.515037936933,13.84,2.78741504847,-0.404526218243,13.84,-0.878356525543,0.401247269478,13.84,0.978928065771,-1.00260339657
,,,,,,27.7,-2.13281212263,-2.6853145454,27.7,-0.635558668044,2.10292699625,27.7,-0.946197103374,0.978029050038,,,,,,,27.7,0.434418164761,0.250795908476,27.7,-0.100570251641,-1.83771793654,13.85,-1.00511128939,0.525089049827,13.85,2.76837207926,-0.432305153882,13.85,-0.868835040936,0.40998322731,13.85,0.94976851916,-1.01224687949
,,,,,,27.72,-2.19113121585,-2.64207511202,27.72,-0.645080152652,2.11573338445,27.72,-0.975951742774,0.9972505385,,,,,,,27.72,0.443939649369,0.242012330335,27.72,-0.168410829472,-1.83502812573,13.86,-1.034270836,0.535285960454,13.86,2.65173389281,-0.459405683742,13.86,-0.849196978932,0.41857338741,13.86,0.930130457156,-1.02164637437
,,,,,,27.74,-2.43452416614,-2.5958185582,27.74,-0.664718214655,2.12883136813,27.74,-0.994994711989,1.01696000305,,,,,,,27.74,0.454056226765,0.233032371573,27.74,-0.246367984699,-1.83088033759,13.87,-1.034270836,0.545628668814,13.87,2.6225743462,-0.485777224937,13.87,-0.820037432321,0.426919559466,13.87,0.881927941329,-1.03070666636
,,,,,,27.76,-2.66780053903,-2.54479531115,27.76,-0.664718214655,2.14212573242,27.76,-0.975951742774,1.0366694676,,,,,,,27.76,0.443939649369,0.224052412812,27.76,-0.285049015918,-1.82556616758,13.88,-1.01463277399,0.555873186864,13.88,2.64161731541,-0.512098183245,13.88,-0.810515947713,0.435072326366,13.88,0.871811363933,-1.03947536289
,,,,,,27.78,-2.8623958807,-2.48949334695,27.78,-0.693877761267,2.15571169218,27.78,-0.936675618766,1.05579574121,,,,,,,27.78,0.443939649369,0.215173619825,27.78,-0.285049015918,-1.81986518726,13.89,-1.00511128939,0.565971907181,13.89,2.57377673758,-0.53817515351,13.89,-0.790877885709,0.443079295533,13.89,0.871811363933,-1.04819347653
,,,,,,27.8,-2.8427578187,-2.43244180995,27.8,-0.712920730482,2.1697796771,27.8,-0.927154134159,1.07443403874,,,,,,,27.8,0.463577711373,0.206098446217,27.8,-0.266006046702,-1.81435463664,13.9,-1.00511128939,0.576023020075,13.9,2.67077686203,-0.564397921508,13.9,-0.790877885709,0.45098807439,13.9,0.862289879326,-1.05686398275
,,,,,,27.82,-2.76480066347,-2.37636622513,27.82,-0.732558792486,2.18423447233,27.82,-0.917037556763,1.09287595565,,,,,,,27.82,0.443939649369,0.19702327261,27.82,-0.266006046702,-1.8090345157,13.91,-0.975951742774,0.585928335236,13.91,2.64161731541,-0.590959892396,13.91,-0.771239823705,0.458798662937,13.91,0.862289879326,-1.06548688154
,,,,,,27.84,-2.67732202364,-2.32194499826,27.84,-0.723037307878,2.19879043333,27.84,-0.927154134159,1.11131787256,,,,,,,27.84,0.434418164761,0.188239694469,27.84,-0.246367984699,-1.80391077539,13.92,-0.965835165378,0.595637269776,13.92,2.60293628419,-0.617182660394,13.92,-0.771239823705,0.466511061174,13.92,0.871811363933,-1.07415738776
,,,,,,27.86,-2.59936486841,-2.26917812934,27.86,-0.712920730482,2.21315001371,27.86,-0.975951742774,1.13034893133,,,,,,,27.86,0.395737133542,0.179938141485,27.86,-0.236846500091,-1.79907863054,13.93,-0.965835165378,0.60529562143,13.93,2.64161731541,-0.643405428392,13.93,-0.771239823705,0.474223459411,13.93,0.871811363933,-1.0828755014
,,,,,,27.88,-2.68743860103,-2.21631009465,27.88,-0.683761183871,2.22711683286,27.88,-1.034270836,1.15045115712,,,,,,,27.88,0.36657758693,0.172314994281,27.88,-0.304687077922,-1.79366329476,13.94,-0.975951742774,0.615004555971,13.94,2.49581958236,-0.669092612881,13.94,-0.742080277094,0.481790059915,13.94,0.891449425937,-1.09169180535
,,,,,,27.9,-2.71659814764,-2.16226972716,27.9,-0.654601637259,2.24050046107,27.9,-0.985473227382,1.17064859775,,,,,,,27.9,0.346939524927,0.165179823162,27.9,-0.295165593314,-1.78766476805,13.95,-0.975951742774,0.624764073399,13.95,2.50534106696,-0.694098416127,13.95,-0.75219685449,0.489261445573,13.95,0.900970910545,-1.10065390703
,,,,,,27.92,-2.66780053903,-2.10842574029,27.92,-0.606399121432,2.25311046866,27.92,-0.975951742774,1.19026284745,,,,,,,27.92,0.346939524927,0.158241032664,27.92,-0.285049015918,-1.78186262196,13.96,-0.994994711989,0.634618805672,13.96,2.51545764436,-0.719202409684,13.96,-0.723037307878,0.496637616385,13.96,0.900970910545,-1.10966361613
,,,,,,27.94,-2.62852441502,-2.05546249075,27.94,-0.567122997425,2.26484568984,27.94,-0.946197103374,1.20948433591,,,,,,,27.94,0.36657758693,0.151105861545,27.94,-0.363006171145,-1.77538207009,13.97,-0.994994711989,0.644568752792,13.97,2.51545764436,-0.744356986127,13.97,-0.732558792486,0.503915596887,13.97,0.891449425937,-1.11862571782
,,,,,,27.96,-2.54104577519,-2.00376678885,27.96,-0.528441966206,2.27580133948,27.96,-0.897994587547,1.22792625282,,,,,,,27.96,0.36657758693,0.143774309806,27.96,-0.343368109141,-1.76831832728,13.98,-1.00511128939,0.654569282799,13.98,2.45713855114,-0.769219967105,13.98,-0.712920730482,0.511142994502,13.98,0.871811363933,-1.12744202176
,,,,,,27.98,-2.35656701091,-1.95479066099,27.98,-0.489165842198,2.28597741756,27.98,-0.887878010151,1.2457849788,,,,,,,27.98,0.356461009535,0.136543923842,27.98,-0.266006046702,-1.76222458572,13.99,-1.00511128939,0.664620395693,13.99,2.41786242713,-0.793594971996,13.99,-0.732558792486,0.518370392117,13.99,0.871811363933,-1.1361601354
,,,,,,28,-2.44404565074,-1.90678453437,28,-0.41180377976,2.29498711378,28,-0.85871846354,1.26325094354,,,,,,,28,0.356461009535,0.129414703651,28,-0.110091736249,-1.75846360789,14,-1.00511128939,0.674671508587,14,2.45713855114,-0.817969976888,14,-0.723037307878,0.525648372619,14,0.842651817322,-1.14473245131
,,,,,,28.02,-2.63864099242,-1.85595766794,28.02,-0.226729922695,2.30137245081,28.02,-0.887878010151,1.28071690827,,,,,,,28.02,0.346939524927,0.122380698307,28.02,-0.0714107050298,-1.75664858348,14.01,-1.00511128939,0.684722621481,14.01,2.37918139591,-0.842151576623,14.01,-0.732558792486,0.53292635312,14.01,0.833130332714,-1.15311136206
,,,,,,28.04,-2.62852441502,-1.80328601387,28.04,0.0452274814161,2.30318747522,28.04,-0.907516072155,1.2986708491,,,,,,,28.04,0.327301462923,0.115638288428,28.04,-0.0910487670335,-1.75502398876,14.02,-1.00511128939,0.694773734375,14.02,2.29170275608,-0.865505997383,14.02,-0.712920730482,0.540153750735,14.02,0.81349227071,-1.16134447508
,,,,,,28.06,-2.6094814458,-1.75090595526,28.06,0.346939524927,2.29926580516,28.06,-0.887878010151,1.31662478992,,,,,,,28.06,0.317779978315,0.109187474016,28.06,-0.0910487670335,-1.75320301342,14.03,-1.01463277399,0.704872454691,14.03,2.26254320946,-0.88827722721,14.03,-0.683761183871,0.547137160307,14.03,0.803970786103,-1.16943179036
,,,,,,28.08,-2.56068383719,-1.69920430243,28.08,0.541534866599,2.29038106124,28.08,-0.849196978932,1.33399553981,,,,,,,28.08,0.307663400919,0.102933040223,28.08,-0.0910487670335,-1.75138203808,14.04,-1.00511128939,0.714971175008,14.04,2.22386217825,-0.910709254149,14.04,-0.703399245875,0.554072962456,14.04,0.803970786103,-1.17747149822
,,,,,,28.1,-2.5898433838,-1.64769903022,28.1,0.638534991042,2.27858036267,28.1,-0.849196978932,1.35097947939,,,,,,,28.1,0.288620431704,0.0969702018971,28.1,-0.0809321896377,-1.74966222851,14.05,-0.965835165378,0.724825907282,14.05,2.15542650763,-0.932605697578,14.05,-0.683761183871,0.561008764604,14.05,0.803970786103,-1.18551120608
,,,,,,28.12,-2.67732202364,-1.59502737614,28.12,0.629013506434,2.26590487769,28.12,-0.878356525543,1.36825501443,,,,,,,28.12,0.278503854308,0.0912989590369,28.12,-0.0714107050298,-1.74813879957,14.06,-0.975951742774,0.734534841823,14.06,2.13638353841,-0.954064747809,14.06,-0.693877761267,0.56789695933,14.06,0.794449301495,-1.19350330652
,,,,,,28.14,-2.87191736531,-1.53953498225,28.14,0.687332599657,2.25274141663,28.14,-0.868835040936,1.3857269301,,,,,,,28.14,0.288620431704,0.0856277161768,28.14,-0.0714107050298,-1.74671058547,14.07,-0.975951742774,0.744294359251,14.07,2.0875859298,-0.97518459515,14.07,-0.674239699263,0.574737546633,14.07,0.784332724099,-1.20139721665
,,,,,,28.16,-2.79396021008,-1.4828762065,28.16,0.755173177487,2.23831635886,28.16,-0.85871846354,1.40300246514,,,,,,,28.16,0.278503854308,0.0799564733167,28.16,-0.0714107050298,-1.74528237137,14.08,-0.975951742774,0.754053876678,14.08,2.03878832118,-0.995816466405,14.08,-0.674239699263,0.581479943625,14.08,0.774811239491,-1.20919293647
,,,,,,28.18,-2.66780053903,-1.42825859901,28.18,0.940247034552,2.22136215674,28.18,-0.849196978932,1.42008161957,,,,,,,28.18,0.278503854308,0.0743863962305,28.18,-0.129729798253,-1.74327096633,14.09,-0.994994711989,0.763908608952,14.09,2.02926683657,-1.01615674219,14.09,-0.664718214655,0.588174733195,14.09,0.764694662095,-1.21689046598
,,,,,,28.2,-2.62852441502,-1.37529534947,28.2,1.20268295406,2.19993285685,28.2,-0.878356525543,1.43735715461,,,,,,,28.2,0.288620431704,0.0687151533704,28.2,-0.149367860256,-1.74047998975,14.1,-0.994994711989,0.773858556072,14.1,2.00010728996,-1.03630361283,14.1,-0.654601637259,0.594771332455,14.1,0.755173177487,-1.22448980517
,,,,,,28.22,-2.52200280597,-1.32379007726,28.22,1.44548081156,2.1734512192,28.22,-0.897994587547,1.45512066574,,,,,,,28.22,0.278503854308,0.0630439105103,28.22,-0.129729798253,-1.73768901316,14.11,-0.985473227382,0.783760895769,14.11,1.93167161934,-1.05596250737,14.11,-0.654601637259,0.601317348827,14.11,0.755173177487,-1.23204153695
,,,,,,28.24,-2.56068383719,-1.27296321083,28.24,1.55259751339,2.14347043595,28.24,-0.839675494324,1.47249736656,,,,,,,28.24,0.2689823697,0.0575690482702,28.24,-0.129729798253,-1.7350944172,14.12,-0.994994711989,0.793663235466,14.12,1.82515001029,-1.07474661552,14.12,-0.635558668044,0.607768150354,14.12,0.755173177487,-1.23959326872
,,,,,,28.26,-2.61900293041,-1.22116634315,28.26,1.562118998,2.11232327083,28.26,-0.810515947713,1.48899928098,,,,,,,28.26,0.239822823089,0.0524809963423,28.26,-0.149367860256,-1.73230344061,14.13,-1.034270836,0.803809563206,14.13,1.84419297951,-1.09309333047,14.13,-0.61592060604,0.614025546724,14.13,0.755173177487,-1.2471450005
,,,,,,28.28,-2.56068383719,-1.16936947548,28.28,1.562118998,2.08108089087,28.28,-0.771239823705,1.5048168387,,,,,,,28.28,0.201141791869,0.0480713501928,28.28,-0.217208438087,-1.72863767763,14.14,-1.034270836,0.814152271566,14.14,1.76683091707,-1.11114844995,14.14,-0.606399121432,0.620137145361,14.14,0.74565169288,-1.25464912485
,,,,,,28.3,-2.52200280597,-1.11854260904,28.3,1.562118998,2.04983851091,28.3,-0.732558792486,1.51985482486,,,,,,,28.3,0.181503729866,0.0442448949754,28.3,-0.304687077922,-1.72341872247,14.15,-1.034270836,0.824494979926,14.15,1.71803330845,-1.12857277108,14.15,-0.577239574821,0.626055338843,14.15,0.74565169288,-1.26210564178
,,,,,,28.32,-2.51188622857,-1.0682037187,28.32,1.60139512201,2.01820336971,28.32,-0.742080277094,1.53460121555,,,,,,,28.32,0.171982245258,0.0407100352242,28.32,-0.479644357591,-1.71557540811,14.16,-1.034270836,0.834837688286,14.16,1.65019273062,-1.14541390128,14.16,-0.557601512817,0.631729544281,14.16,0.735535115484,-1.26951157582
,,,,,,28.34,-2.64816247702,-1.01660323164,28.34,1.65019273062,1.98568749119,28.34,-0.75219685449,1.54954398687,,,,,,,28.34,0.152344183254,0.0374667709391,28.34,-0.625442090648,-1.70452454363,14.17,-1.0437923206,0.845228004069,14.17,1.61091660662,-1.16171944796,14.17,-0.537963450814,0.637207369099,14.17,0.726013630876,-1.27681931955
,,,,,,28.36,-2.66780053903,-0.963443601482,28.36,1.67935227724,1.95239204111,28.36,-0.761718339098,1.56468313881,,,,,,,28.36,0.113663152035,0.0348066975862,28.36,-0.683761183871,-1.69143251089,14.18,-1.05331380521,0.855713534698,14.18,1.59127854461,-1.17773042372,14.18,-0.508803904202,0.642441205874,14.18,0.706375568872,-1.28398126555
,,,,,,28.38,-2.64816247702,-0.910283971322,28.38,1.77635240168,1.91783499432,28.38,-0.723037307878,1.57953069527,,,,,,,28.38,0.0553440588119,0.0331166254777,28.38,-0.761718339098,-1.67697771566,14.19,-1.07295186722,0.86634486306,14.19,1.52343796678,-1.19330400627,14.19,-0.489165842198,0.647431054606,14.19,0.687332599657,-1.29094980639
,,,,,,28.4,-2.62852441502,-0.857517102401,28.4,1.86383104151,1.88143315989,28.4,-0.683761183871,1.59359868019,,,,,,,28.4,0.00654645019677,0.0324977203876,28.4,-0.85871846354,-1.66077334763,14.2,-1.034270836,0.876880976576,14.2,1.50379990478,-1.20844019563,14.2,-0.479644357591,0.652275105605,14.2,0.658173053045,-1.29767733466
,,,,,,28.42,-2.65768396163,-0.804655018635,28.42,1.91262865013,1.84366856297,28.42,-0.635558668044,1.60679187871,,,,,,,28.42,-0.0714107050298,0.033146362936,28.42,-0.907516072155,-1.64311100227,14.21,-1.034270836,0.887223684936,14.21,1.43595932695,-1.22313899179,14.21,-0.460006295587,0.656973358871,14.21,0.638534991042,-1.30416087488
,,,,,,28.44,-2.79396021008,-0.750138576918,28.44,1.93167161934,1.80522556028,28.44,-0.635558668044,1.61950305207,,,,,,,28.44,-0.158889344864,0.0354493634349,28.44,-0.868835040936,-1.62534749114,14.22,-1.0437923206,0.897614000719,14.22,1.44548081156,-1.23754619248,14.22,-0.450484810979,0.661525814404,14.22,0.629013506434,-1.31049861737
,,,,,,28.46,-2.97903406715,-0.692408634146,28.46,1.98999071257,1.76600893696,28.46,-0.723037307878,1.63308901183,,,,,,,28.46,-0.217208438087,0.0392103412644,28.46,-0.839675494324,-1.60826238579,14.23,-1.06343038261,0.908150114235,14.23,1.44548081156,-1.2520010006,14.23,-0.440963326371,0.665983055091,14.23,0.618896929038,-1.31673816954
,,,,,,28.48,-3.21231044004,-0.630495189074,28.48,2.04830980579,1.72562593177,28.48,-0.654601637259,1.64686540128,,,,,,,28.48,-0.255889469307,0.0439413203383,28.48,-0.790877885709,-1.59195685199,14.24,-1.08247335182,0.918879632907,14.24,1.45559738895,-1.2665063916,14.24,-0.430846748975,0.670342105467,14.24,0.638534991042,-1.32302532914
,,,,,,28.5,-3.15399134682,-0.566832171205,28.5,2.07806444519,1.68436218926,28.5,-0.606399121432,1.65947540887,,,,,,,28.5,-0.304687077922,0.0495470858106,28.5,-0.732558792486,-1.57672248521,14.25,-1.07295186722,0.929656759002,14.25,1.45559738895,-1.28106236549,14.25,-0.401687202364,0.674504775224,14.25,0.648056475649,-1.32945828648
,,,,,,28.52,-3.23194850204,-0.502972772717,28.52,1.98046922796,1.64377685253,28.52,-0.557601512817,1.67111541521,,,,,,,28.52,-0.372527655752,0.0563192331474,28.52,-0.654601637259,-1.56285088091,14.26,-1.07295186722,0.940386277674,14.26,1.38716171833,-1.29527616103,14.26,-0.392165717756,0.678474039825,14.26,0.638534991042,-1.33589124381
,,,,,,28.54,-3.44558681293,-0.436197419567,28.54,1.98046922796,1.60416746797,28.54,-0.470122872983,1.68139265907,,,,,,,28.54,-0.440963326371,0.0644541429686,28.54,-0.567122997425,-1.55063363456,14.27,-1.0437923206,0.950969998614,14.27,1.25148056267,-1.30846937243,14.27,-0.382644233148,0.682348089579,14.27,0.658173053045,-1.34237478403
,,,,,,28.56,-3.52354396816,-0.366506111756,28.56,2.00962877457,1.56426648795,28.56,-0.41180377976,1.6902119256,,,,,,,28.56,-0.489165842198,0.0737554346543,28.56,-0.392165717756,-1.54104074741,14.28,-1.06343038261,0.96150611213,14.28,1.08604476761,-1.32015699908,14.28,-0.382644233148,0.686174531911,14.28,0.638534991042,-1.34885832425
,,,,,,28.58,-3.59138454599,-0.295356826615,28.58,2.07806444519,1.52338955575,28.58,-0.372527655752,1.69805523995,,,,,,,28.58,-0.528441966206,0.0839315127383,28.58,-0.139251282861,-1.5357265774,14.29,-1.0437923206,0.972042225646,14.29,0.852768394718,-1.3298510649,14.29,-0.382644233148,0.690000974242,14.29,0.629013506434,-1.35519606674
,,,,,,28.6,-3.67886318582,-0.222654349296,28.6,2.1072239918,1.48153667138,28.6,-0.343368109141,1.7052141976,,,,,,,28.6,-0.548080028209,0.0946967326825,28.6,-0.061294127634,-1.5337211233,14.3,-1.0437923206,0.982480148852,14.3,0.454056226765,-1.336385188,14.3,-0.382644233148,0.693827416574,14.3,0.618896929038,-1.36143561892
,,,,,,28.62,-3.74729885644,-0.148392728874,28.62,1.97094774335,1.44075495403,28.62,-0.304687077922,1.71169474947,,,,,,,28.62,-0.577239574821,0.105949928713,28.62,-0.061294127634,-1.53249524075,14.31,-1.0437923206,0.992918072058,14.31,-0.139251282861,-1.33795921272,14.31,-0.392165717756,0.697701466328,14.31,0.599853959822,-1.36752937336
,,,,,,28.64,-3.54258693737,-0.0754938709358,28.64,1.89299058812,1.40211557071,28.64,-0.304687077922,1.71778849103,,,,,,,28.64,-0.61592060604,0.117881530521,28.64,-0.061294127634,-1.53126935819,14.32,-1.0437923206,1.00335599526,14.32,-0.917037556763,-1.33267776852,14.32,-0.41180377976,0.701721313816,14.32,0.589737382426,-1.37347733007
,,,,,,28.66,-3.64970363921,-0.00357096516993,28.66,1.76683091707,1.36551735566,28.66,-0.343368109141,1.7242690429,,,,,,,28.66,-0.645080152652,0.130491538108,28.66,-0.061294127634,-1.53004347564,14.33,-1.0437923206,1.01379391847,14.33,-1.61746176823,-1.3200052719,14.33,-0.470122872983,0.706130947079,14.33,0.570694413211,-1.37927948905
